+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
| 0.564 | 12687.3972924092 | 12688.0139629438 | 1.2347e-06 | 99586.625  |
| 0.564 | 12688.631180247  | 12689.2468779588 | 1.2344e-06 | 99525.877  |
| 0.564 | 12689.8631226434 | 12690.4778470455 | 1.2341e-06 | 99465.093  |
| 0.564 | 12691.0931186245 | 12691.7068692093 | 1.2337e-06 | 99404.272  |
| 0.564 | 12692.3211671751 | 12692.9339434624 | 1.2334e-06 | 99343.414  |
| 0.564 | 12693.5472673349 | 12694.1590688119 | 1.2331e-06 | 99282.521  |
| 0.564 | 12694.771418078  | 12695.3822442635 | 1.2327e-06 | 99221.591  |
| 0.564 | 12695.9936184419 | 12696.6034688459 | 1.2324e-06 | 99160.625  |
| 0.564 | 12697.2138674465 | 12697.8227415663 | 1.2321e-06 | 99099.622  |
| 0.564 | 12698.4321640864 | 12699.0400614229 | 1.2317e-06 | 99038.584  |
| 0.564 | 12699.6485073632 | 12700.2554274285 | 1.2314e-06 | 98977.509  |
| 0.565 | 12700.8628963011 | 12701.4688386068 | 1.2311e-06 | 98916.398  |
| 0.565 | 12702.0753299234 | 12702.6802939765 | 1.2307e-06 | 98855.251  |
| 0.565 | 12703.2858072438 | 12703.8897925587 | 1.2304e-06 | 98794.067  |
| 0.565 | 12704.4943272911 | 12705.0973333615 | 1.2301e-06 | 98732.848  |
| 0.565 | 12705.7008890525 | 12706.3029154036 | 1.2297e-06 | 98671.592  |
| 0.565 | 12706.9054915785 | 12707.5065377108 | 1.2294e-06 | 98610.301  |
| 0.565 | 12708.1081338699 | 12708.7081992832 | 1.2291e-06 | 98548.973  |
| 0.565 | 12709.3088149262 |  12709.90789914  | 1.2287e-06 | 98487.609  |
| 0.565 | 12710.5075337863 | 12711.1056363151 | 1.2284e-06 |  98426.21  |
| 0.566 | 12711.7042894793 | 12712.3014098294 | 1.2281e-06 | 98364.774  |
| 0.566 | 12712.8990810174 | 12713.4952187022 | 1.2277e-06 | 98303.302  |
| 0.566 | 12714.0919074275 | 12714.687061972  | 1.2274e-06 | 98241.795  |
| 0.566 | 12715.2827677594 | 12715.8769386516 | 1.2271e-06 | 98180.251  |
| 0.566 | 12716.4716609892 | 12717.0648477608 | 1.2267e-06 | 98118.672  |
| 0.566 | 12717.6585861802 | 12718.2507883303 | 1.2264e-06 | 98057.056  |
| 0.566 | 12718.8435423304 | 12719.4347593774 | 1.2261e-06 | 97995.405  |
| 0.566 | 12720.0265284764 | 12720.6167599462 | 1.2257e-06 | 97933.718  |
| 0.566 | 12721.2075436701 | 12721.7967890637 | 1.2254e-06 | 97871.996  |
| 0.566 | 12722.3865869135 | 12722.9748457394 | 1.2251e-06 | 97810.237  |
| 0.566 | 12723.5636572234 | 12724.1509290139 | 1.2247e-06 | 97748.443  |
| 0.567 | 12724.7387536642 | 12725.3250379224 | 1.2244e-06 | 97686.613  |
| 0.567 | 12725.9118752421 | 12726.4971714908 | 1.2241e-06 | 97624.747  |
| 0.567 | 12727.0830210026 | 12727.6673287559 | 1.2237e-06 | 97562.845  |
| 0.567 | 12728.2521899739 | 12728.8355087413 | 1.2234e-06 | 97500.908  |
| 0.567 | 12729.4193811747 | 12730.0017104771 | 1.2231e-06 | 97438.936  |
| 0.567 | 12730.5845936468 | 12731.1659330004 | 1.2227e-06 | 97376.927  |
| 0.567 | 12731.7478264227 | 12732.3281753633 | 1.2224e-06 | 97314.883  |
| 0.567 | 12732.9090785738 | 12733.4884365964 | 1.2221e-06 | 97252.804  |
| 0.567 | 12734.0683490898 | 12734.6467157288 | 1.2217e-06 | 97190.688  |
| 0.568 | 12735.2256370397 | 12735.803011817  | 1.2214e-06 | 97128.538  |
| 0.568 | 12736.3809414671 | 12736.9573238757 | 1.2211e-06 | 97066.352  |
| 0.568 | 12737.5342613578 | 12738.1096509505 | 1.2207e-06 |  97004.13  |
| 0.568 | 12738.6855958175 |  12739.25999209  | 1.2204e-06 | 96941.873  |
| 0.568 | 12739.8349438375 | 12740.4083463294 | 1.2201e-06 |  96879.58  |
| 0.568 | 12740.9823044968 | 12741.5547127228 | 1.2197e-06 | 96817.252  |
| 0.568 | 12742.1276768247 | 12742.6990902907 | 1.2194e-06 | 96754.889  |
| 0.568 | 12743.2710598329 | 12743.8414780887 | 1.2191e-06 |  96692.49  |
| 0.568 | 12744.412452621  | 12744.9818751753 | 1.2187e-06 | 96630.056  |
| 0.568 | 12745.5518542063 | 12746.1202805753 | 1.2184e-06 | 96567.587  |
| 0.568 | 12746.6892636211 | 12747.2566933405 | 1.2181e-06 | 96505.082  |
| 0.569 | 12747.8246799368 | 12748.3911125257 | 1.2177e-06 | 96442.542  |
| 0.569 | 12748.9581021914 | 12749.5235371843 | 1.2174e-06 | 96379.967  |
| 0.569 | 12750.0895294538 | 12750.6539663481 | 1.2171e-06 | 96317.356  |
| 0.569 | 12751.2189607187 | 12751.782399064  | 1.2167e-06 | 96254.711  |
| 0.569 | 12752.3463950851 | 12752.9088343937 | 1.2164e-06 |  96192.03  |
| 0.569 | 12753.4718315776 | 12754.0332713774 | 1.2161e-06 | 96129.314  |
| 0.569 | 12754.5952692521 | 12755.1557090745 | 1.2157e-06 | 96066.563  |
| 0.569 | 12755.7167071712 | 12756.2761465429 | 1.2154e-06 | 96003.777  |
| 0.569 | 12756.8361443882 | 12757.3945828353 | 1.2151e-06 | 95940.955  |
|  0.57 | 12757.9535799551 | 12758.511017003  | 1.2147e-06 | 95878.099  |
|  0.57 | 12759.0690129227 | 12759.6254481003 | 1.2144e-06 | 95815.208  |
|  0.57 | 12760.1824423486 | 12760.7378751881 | 1.2141e-06 | 95752.281  |
|  0.57 | 12761.2938672972 | 12761.8482973262 | 1.2137e-06 |  95689.32  |
|  0.57 | 12762.4032868236 | 12762.956713565  | 1.2134e-06 | 95626.323  |
|  0.57 | 12763.5106999734 | 12764.0631229738 | 1.2131e-06 | 95563.292  |
|  0.57 | 12764.6161058398 | 12765.1675246086 | 1.2127e-06 | 95500.226  |
|  0.57 | 12765.7195034415 | 12766.269917524  | 1.2124e-06 | 95437.125  |
|  0.57 | 12766.820891869  | 12767.3703007897 | 1.2121e-06 | 95373.989  |
|  0.57 | 12767.9202701712 | 12768.4686734618 | 1.2117e-06 | 95310.818  |
|  0.57 | 12769.0176374115 | 12769.5650346115 | 1.2114e-06 | 95247.612  |
| 0.571 | 12770.1129926686 | 12770.6593833004 | 1.2111e-06 | 95184.372  |
| 0.571 | 12771.2063349875 | 12771.7517185892 | 1.2107e-06 | 95121.097  |
| 0.571 | 12772.2976634441 | 12772.842039541  | 1.2104e-06 | 95057.787  |
| 0.571 | 12773.3869770889 | 12773.9303452259 | 1.2101e-06 | 94994.442  |
| 0.571 | 12774.4742750117 | 12775.0166347209 | 1.2097e-06 | 94931.063  |
| 0.571 | 12775.5595562765 | 12776.1009070894 | 1.2094e-06 | 94867.649  |
| 0.571 | 12776.6428199463 | 12777.1831613977 | 1.2091e-06 |  94804.2   |
| 0.571 | 12777.7240650906 | 12778.2633967148 | 1.2087e-06 | 94740.717  |
| 0.571 | 12778.8032907779 | 12779.3416121248 | 1.2084e-06 | 94677.199  |
| 0.572 | 12779.8804961079 | 12780.417806682  | 1.2081e-06 | 94613.647  |
| 0.572 | 12780.9556800894 | 12781.4919794515 | 1.2077e-06 |  94550.06  |
| 0.572 | 12782.0288418439 | 12782.5641295379 | 1.2074e-06 | 94486.438  |
| 0.572 | 12783.0999804592 | 12783.634256012  | 1.2071e-06 | 94422.782  |
| 0.572 | 12784.169094989  | 12784.7023579351 | 1.2067e-06 | 94359.092  |
| 0.572 | 12785.2361845023 | 12785.7684343796 | 1.2064e-06 | 94295.367  |
| 0.572 | 12786.3012480746 | 12786.8324844326 | 1.2061e-06 | 94231.607  |
| 0.572 | 12787.3642848048 | 12787.8945071841 | 1.2058e-06 | 94167.814  |
| 0.572 | 12788.4252937743 | 12788.9545016986 | 1.2054e-06 | 94103.986  |
| 0.572 | 12789.4842740302 | 12790.0124670635 | 1.2051e-06 | 94040.123  |
| 0.572 | 12790.5412247003 | 12791.0684023691 | 1.2048e-06 | 93976.227  |
| 0.573 | 12791.5961448375 | 12792.1223066838 | 1.2044e-06 | 93912.296  |
| 0.573 | 12792.649033526  | 12793.1741790874 | 1.2041e-06 |  93848.33  |
| 0.573 | 12793.6998898406 | 12794.224018658  | 1.2038e-06 | 93784.331  |
| 0.573 | 12794.7487128631 | 12795.2718244847 | 1.2034e-06 | 93720.297  |
| 0.573 |  12795.79550169  | 12796.3175956718 | 1.2031e-06 | 93656.229  |
| 0.573 | 12796.840255433  |  12797.36133131  | 1.2028e-06 | 93592.127  |
| 0.573 | 12797.8829731618 | 12798.4030304722 | 1.2024e-06 | 93527.991  |
| 0.573 | 12798.923653953  | 12799.4426922385 | 1.2021e-06 | 93463.821  |
| 0.573 | 12799.9622968898 | 12800.4803156956 | 1.2018e-06 | 93399.616  |
| 0.574 | 12800.9989010625 | 12801.5158999534 | 1.2014e-06 | 93335.378  |
| 0.574 | 12802.0334656007 | 12802.5494440962 | 1.2011e-06 | 93271.105  |
| 0.574 | 12803.0659895431 | 12803.5809472149 | 1.2008e-06 | 93206.799  |
| 0.574 | 12804.0964720333 | 12804.6104084036 | 1.2004e-06 | 93142.458  |
| 0.574 | 12805.1249121153 | 12805.6378267505 | 1.2001e-06 | 93078.084  |
| 0.574 | 12806.1513089219 | 12806.663201347  | 1.1998e-06 | 93013.676  |
| 0.574 | 12807.175661503  | 12807.686531287  | 1.1994e-06 | 92949.233  |
| 0.574 | 12808.1979689966 | 12808.7078156837 | 1.1991e-06 | 92884.757  |
| 0.574 | 12809.2182304909 | 12809.7270536326 | 1.1988e-06 | 92820.247  |
| 0.574 | 12810.2364450888 | 12810.7442442279 | 1.1984e-06 | 92755.703  |
| 0.574 | 12811.2526118758 | 12811.7593865748 | 1.1981e-06 | 92691.126  |
| 0.575 | 12812.2667299768 | 12812.772479777  | 1.1978e-06 | 92626.515  |
| 0.575 | 12813.2787984745 | 12813.783522925  | 1.1974e-06 | 92561.869  |
| 0.575 | 12814.2888164667 | 12814.7925151158 | 1.1971e-06 | 92497.191  |
| 0.575 | 12815.2967830501 | 12815.7994554699 | 1.1968e-06 | 92432.478  |
| 0.575 | 12816.3026973687 |  12816.80434309  | 1.1964e-06 | 92367.732  |
| 0.575 | 12817.3065584838 | 12817.8071770733 | 1.1961e-06 | 92302.952  |
| 0.575 | 12818.308365529  | 12818.8079565241 | 1.1958e-06 | 92238.139  |
| 0.575 | 12819.308117579  | 12819.8066805535 | 1.1955e-06 | 92173.292  |
| 0.575 | 12820.3058137812 | 12820.8033482876 | 1.1951e-06 | 92108.411  |
| 0.576 | 12821.3014532405 | 12821.7979588144 | 1.1948e-06 | 92043.497  |
| 0.576 | 12822.295035028  | 12822.7905112411 | 1.1945e-06 |  91978.55  |
| 0.576 | 12823.2865582869 | 12823.7810046857 | 1.1941e-06 | 91913.569  |
| 0.576 | 12824.2760221103 | 12824.7694382529 | 1.1938e-06 | 91848.554  |
| 0.576 | 12825.2634256141 | 12825.7558110662 | 1.1935e-06 | 91783.506  |
| 0.576 | 12826.2487679297 | 12826.740122244  | 1.1931e-06 | 91718.425  |
| 0.576 | 12827.2320481623 | 12827.7223708909 | 1.1928e-06 |  91653.31  |
| 0.576 | 12828.2132654161 | 12828.7025561186 | 1.1925e-06 | 91588.163  |
| 0.576 | 12829.1924188101 | 12829.6806770454 | 1.1921e-06 | 91522.981  |
| 0.576 | 12830.1695074621 | 12830.6567327966 | 1.1918e-06 | 91457.767  |
| 0.576 | 12831.1445305049 | 12831.6307225005 | 1.1915e-06 | 91392.519  |
| 0.577 | 12832.1174870619 | 12832.6026452632 | 1.1911e-06 | 91327.238  |
| 0.577 | 12833.0883762224 | 12833.5725002061 | 1.1908e-06 | 91261.924  |
| 0.577 | 12834.0571971398 | 12834.5402864576 | 1.1905e-06 | 91196.576  |
| 0.577 | 12835.0239489171 | 12835.5060031281 | 1.1901e-06 | 91131.196  |
| 0.577 | 12835.9886306725 | 12836.4696493433 | 1.1898e-06 | 91065.782  |
| 0.577 | 12836.9512415391 | 12837.4312242438 | 1.1895e-06 | 91000.335  |
| 0.577 | 12837.9117806652 | 12838.3907269528 | 1.1891e-06 | 90934.855  |
| 0.577 | 12838.8702471485 | 12839.3481565795 | 1.1888e-06 | 90869.343  |
| 0.577 | 12839.8266401099 | 12840.3035122648 | 1.1885e-06 | 90803.797  |
| 0.578 | 12840.7809587103 | 12841.2567931359 | 1.1882e-06 | 90738.218  |
| 0.578 | 12841.7332020433 | 12842.2079983065 | 1.1878e-06 | 90672.606  |
| 0.578 | 12842.6833692424 | 12843.1571269257 | 1.1875e-06 | 90606.961  |
| 0.578 | 12843.6314594726 | 12844.104178125  | 1.1872e-06 | 90541.284  |
| 0.578 | 12844.5774718319 | 12845.0491510265 | 1.1868e-06 | 90475.573  |
| 0.578 | 12845.5214054662 | 12845.9920447711 | 1.1865e-06 |  90409.83  |
| 0.578 | 12846.4632595118 | 12846.9328584865 | 1.1862e-06 | 90344.054  |
| 0.578 | 12847.4030330874 | 12847.8715913111 | 1.1858e-06 | 90278.245  |
| 0.578 | 12848.3407253514 | 12848.8082423781 | 1.1855e-06 | 90212.404  |
| 0.578 | 12849.2763354115 | 12849.742810815  | 1.1852e-06 | 90146.529  |
| 0.578 | 12850.2098624153 | 12850.6752957686 | 1.1848e-06 | 90080.622  |
| 0.579 | 12851.1413055089 | 12851.6056963928 | 1.1845e-06 | 90014.682  |
| 0.579 | 12852.0706638536 | 12852.5340118358 | 1.1842e-06 |  89948.71  |
| 0.579 | 12852.9979365848 |  12853.46024122  | 1.1838e-06 | 89882.705  |
| 0.579 | 12853.9231228117 | 12854.384383691  | 1.1835e-06 | 89816.668  |
| 0.579 | 12854.8462217164 | 12855.3064383973 | 1.1832e-06 | 89750.598  |
| 0.579 | 12855.7672324138 | 12856.2264044572 | 1.1828e-06 | 89684.495  |
| 0.579 | 12856.6861540256 | 12857.1442810247 | 1.1825e-06 |  89618.36  |
| 0.579 | 12857.602985738  | 12858.0600672647 | 1.1822e-06 | 89552.192  |
| 0.579 | 12858.5177266949 | 12858.9737623206 | 1.1819e-06 | 89485.992  |
|  0.58 | 12859.4303760387 | 12859.8853653339 | 1.1815e-06 |  89419.76  |
|  0.58 | 12860.3409329106 | 12860.7948754616 | 1.1812e-06 | 89353.495  |
|  0.58 | 12861.2493964831 | 12861.7022918553 | 1.1809e-06 | 89287.198  |
|  0.58 | 12862.1557658866 | 12862.607613665  | 1.1805e-06 | 89220.869  |
|  0.58 | 12863.0600402911 | 12863.5108400395 | 1.1802e-06 | 89154.507  |
|  0.58 | 12863.9622188242 | 12864.4119701387 | 1.1799e-06 | 89088.113  |
|  0.58 | 12864.8623006779 | 12865.3110031169 | 1.1795e-06 | 89021.687  |
|  0.58 | 12865.7602849689 | 12866.2079381189 | 1.1792e-06 | 88955.228  |
|  0.58 | 12866.6561708701 | 12867.1027743047 | 1.1789e-06 | 88888.738  |
|  0.58 | 12867.5499575285 | 12867.9955108246 | 1.1785e-06 | 88822.215  |
|  0.58 | 12868.4416440979 | 12868.8861468441 | 1.1782e-06 |  88755.66  |
| 0.581 | 12869.3312297554 | 12869.7746815397 | 1.1779e-06 | 88689.073  |
| 0.581 | 12870.2187136768 | 12870.6611140619 | 1.1776e-06 | 88622.454  |
| 0.581 | 12871.1040949874 | 12871.5454435639 | 1.1772e-06 | 88555.803  |
| 0.581 | 12871.9873728685 | 12872.4276692183 | 1.1769e-06 |  88489.12  |
| 0.581 | 12872.8685464836 | 12873.3077901798 | 1.1766e-06 | 88422.405  |
| 0.581 | 12873.7476149787 | 12874.1858056223 | 1.1762e-06 | 88355.658  |
| 0.581 | 12874.6245775558 | 12875.0617147101 | 1.1759e-06 | 88288.879  |
| 0.581 | 12875.4994333415 | 12875.9355165981 | 1.1756e-06 | 88222.069  |
| 0.581 | 12876.3721815188 | 12876.8072104645 | 1.1752e-06 | 88155.226  |
| 0.582 | 12877.2428212611 | 12877.676795482  | 1.1749e-06 | 88088.352  |
| 0.582 | 12878.1113517405 | 12878.5442708219 | 1.1746e-06 | 88021.446  |
| 0.582 | 12878.9777721276 | 12879.4096356503 | 1.1742e-06 | 87954.508  |
| 0.582 | 12879.8420815837 | 12880.2728891357 | 1.1739e-06 | 87887.538  |
| 0.582 | 12880.7042792849 | 12881.1340304497 | 1.1736e-06 | 87820.537  |
| 0.582 | 12881.564364398  | 12881.9930587707 | 1.1733e-06 | 87753.504  |
| 0.582 | 12882.4223361131 | 12882.849973284  | 1.1729e-06 | 87686.439  |
| 0.582 | 12883.2781936106 | 12883.7047731611 | 1.1726e-06 | 87619.343  |
| 0.582 | 12884.1319360533 | 12884.5574575682 | 1.1723e-06 | 87552.215  |
| 0.582 | 12884.9835626106 | 12885.4080256948 | 1.1719e-06 | 87485.056  |
| 0.582 | 12885.8330724922 | 12886.2564767208 | 1.1716e-06 | 87417.865  |
| 0.583 | 12886.6804648482 | 12887.1028098165 | 1.1713e-06 | 87350.643  |
| 0.583 | 12887.5257388692 | 12887.9470241716 | 1.1709e-06 | 87283.389  |
| 0.583 | 12888.3688937439 | 12888.7891189661 | 1.1706e-06 | 87216.104  |
| 0.583 | 12889.2099286434 | 12889.629093391  | 1.1703e-06 | 87148.787  |
| 0.583 | 12890.0488427789 | 12890.466946632  | 1.1699e-06 | 87081.439  |
| 0.583 | 12890.8856353104 | 12891.3026778567 | 1.1696e-06 |  87014.06  |
| 0.583 | 12891.7203054133 | 12892.1362862688 | 1.1693e-06 | 86946.649  |
| 0.583 | 12892.5528523193 | 12892.9677710538 | 1.169e-06  | 86879.207  |
| 0.583 | 12893.383275168  | 12893.7971313878 | 1.1686e-06 | 86811.734  |
| 0.584 | 12894.211573172  | 12894.6243664745 | 1.1683e-06 |  86744.23  |
| 0.584 | 12895.0377455259 | 12895.4494755038 | 1.168e-06  | 86676.695  |
| 0.584 | 12895.8617914149 | 12896.2724576765 | 1.1676e-06 | 86609.128  |
| 0.584 | 12896.6837100557 | 12897.0933121759 | 1.1673e-06 |  86541.53  |
| 0.584 | 12897.5035005977 | 12897.9120381959 | 1.167e-06  | 86473.901  |
| 0.584 | 12898.3211622797 | 12898.7286349376 | 1.1666e-06 | 86406.242  |
| 0.584 | 12899.136694265  | 12899.5431015882 | 1.1663e-06 | 86338.551  |
| 0.584 | 12899.9500957648 | 12900.3554373628 | 1.166e-06  | 86270.829  |
| 0.584 | 12900.7613659976 | 12901.1656414539 | 1.1657e-06 | 86203.076  |
| 0.584 | 12901.5705041307 | 12901.9737130491 | 1.1653e-06 | 86135.292  |
| 0.584 | 12902.3775093715 | 12902.7796513509 | 1.165e-06  | 86067.477  |
| 0.585 | 12903.1823809176 | 12903.5834555728 | 1.1647e-06 | 85999.632  |
| 0.585 | 12903.9851179985 | 12904.3851249189 | 1.1643e-06 | 85931.756  |
| 0.585 | 12904.7857197928 | 12905.1846585875 | 1.164e-06  | 85863.848  |
| 0.585 | 12905.5841855188 | 12905.9820557883 | 1.1637e-06 | 85795.911  |
| 0.585 | 12906.3805143773 | 12906.7773157171 | 1.1633e-06 | 85727.942  |
| 0.585 | 12907.174705559  | 12907.5704375889 | 1.163e-06  | 85659.943  |
| 0.585 | 12907.9667583034 | 12908.3614206216 | 1.1627e-06 | 85591.912  |
| 0.585 | 12908.756671807  | 12909.1502640153 | 1.1624e-06 | 85523.852  |
| 0.585 | 12909.5444452731 | 12909.936966985  | 1.162e-06  | 85455.761  |
| 0.586 | 12910.3300779288 | 12910.7215287406 | 1.1617e-06 | 85387.639  |
| 0.586 | 12911.1135689664 | 12911.5039484986 | 1.1614e-06 | 85319.486  |
| 0.586 | 12911.8949176268 | 12912.2842254742 | 1.161e-06  | 85251.303  |
| 0.586 | 12912.6741230996 | 12913.062358869  | 1.1607e-06 |  85183.09  |
| 0.586 | 12913.4511845981 | 12913.8383479079 | 1.1604e-06 | 85114.846  |
| 0.586 | 12914.2261013591 | 12914.6121918146 |  1.16e-06  | 85046.572  |
| 0.586 | 12914.998872593  | 12915.383889803  | 1.1597e-06 | 84978.267  |
| 0.586 | 12915.7694975173 | 12916.153441094  | 1.1594e-06 | 84909.932  |
| 0.586 | 12916.5379753564 | 12916.9208449113 | 1.1591e-06 | 84841.567  |
| 0.586 | 12917.3043053332 | 12917.686100469  | 1.1587e-06 | 84773.171  |
| 0.586 | 12918.0684866528 | 12918.4492069921 | 1.1584e-06 | 84704.745  |
| 0.587 | 12918.8305185603 | 12919.2101637127 | 1.1581e-06 | 84636.289  |
| 0.587 | 12919.5904002748 | 12919.968969845  | 1.1577e-06 | 84567.803  |
| 0.587 | 12920.3481310055 | 12920.7256246222 | 1.1574e-06 | 84499.287  |
| 0.587 |  12921.10371001  | 12921.4801272726 | 1.1571e-06 |  84430.74  |
| 0.587 | 12921.8571364866 | 12922.2324770226 | 1.1568e-06 | 84362.163  |
| 0.587 | 12922.6084096903 | 12922.9826731099 | 1.1564e-06 | 84293.557  |
| 0.587 | 12923.3575288415 | 12923.7307147626 | 1.1561e-06 |  84224.92  |
| 0.587 | 12924.1044931759 | 12924.4766012032 | 1.1558e-06 | 84156.253  |
| 0.587 | 12924.8493019027 | 12925.2203316611 | 1.1554e-06 | 84087.556  |
| 0.588 | 12925.5919542715 | 12925.9619053893 | 1.1551e-06 |  84018.83  |
| 0.588 | 12926.3324495389 | 12926.7013216271 | 1.1548e-06 | 83950.073  |
| 0.588 | 12927.0707869267 | 12927.4385795997 | 1.1545e-06 | 83881.287  |
| 0.588 | 12927.8069656636 | 12928.1736785436 | 1.1541e-06 | 83812.471  |
| 0.588 | 12928.5409849939 | 12928.9066177023 | 1.1538e-06 | 83743.625  |
| 0.588 | 12929.2728441602 | 12929.6373963219 | 1.1535e-06 | 83674.749  |
| 0.588 | 12930.0025424122 | 12930.3660136388 | 1.1531e-06 | 83605.844  |
| 0.588 | 12930.7300789732 | 12931.0924688884 | 1.1528e-06 | 83536.908  |
| 0.588 | 12931.4554530902 | 12931.8167613084 | 1.1525e-06 | 83467.944  |
| 0.588 | 12932.1786639919 | 12932.5388901562 | 1.1521e-06 | 83398.949  |
| 0.588 | 12932.8997109644 | 12933.2588546794 | 1.1518e-06 | 83329.925  |
| 0.589 | 12933.618593217  | 12933.9766541245 | 1.1515e-06 | 83260.871  |
| 0.589 | 12934.3353100329 | 12934.6922877488 | 1.1512e-06 | 83191.788  |
| 0.589 | 12935.0498606438 | 12935.4057547999 | 1.1508e-06 | 83122.676  |
| 0.589 | 12935.7622443135 | 12936.1170545202 | 1.1505e-06 | 83053.533  |
| 0.589 | 12936.4724602624 | 12936.8261861462 | 1.1502e-06 | 82984.362  |
| 0.589 | 12937.1805077434 | 12937.5331489424 | 1.1498e-06 | 82915.161  |
| 0.589 | 12937.8863860326 | 12938.2379421676 | 1.1495e-06 | 82845.931  |
| 0.589 | 12938.5900943715 | 12938.9405650711 | 1.1492e-06 | 82776.671  |
| 0.589 | 12939.291632017  | 12939.6410169172 | 1.1489e-06 | 82707.382  |
|  0.59 | 12939.9909982412 | 12940.3392969733 | 1.1485e-06 | 82638.064  |
|  0.59 | 12940.6881923065 | 12941.0354044845 | 1.1482e-06 | 82568.717  |
|  0.59 | 12941.3832134407 | 12941.7293387152 | 1.1479e-06 |  82499.34  |
|  0.59 | 12942.076060945  | 12942.4210989286 | 1.1475e-06 | 82429.934  |
|  0.59 | 12942.7667340445 | 12943.1106843615 | 1.1472e-06 | 82360.499  |
|  0.59 | 12943.4552319876 | 12943.7980942951 | 1.1469e-06 | 82291.035  |
|  0.59 | 12944.1415540883 | 12944.4833280135 | 1.1466e-06 | 82221.542  |
|  0.59 | 12944.8256996009 | 12945.1663847701 | 1.1462e-06 |  82152.02  |
|  0.59 | 12945.507667778  | 12945.8472638338 | 1.1459e-06 | 82082.469  |
|  0.59 | 12946.1874579045 | 12946.5259644635 | 1.1456e-06 | 82012.889  |
|  0.59 | 12946.8650692136 | 12947.2024859296 | 1.1452e-06 | 81943.281  |
| 0.591 | 12947.5405010126 | 12947.8768275091 | 1.1449e-06 | 81873.643  |
| 0.591 | 12948.2137525486 | 12948.5489884653 | 1.1446e-06 | 81803.976  |
| 0.591 | 12948.8848231009 | 12949.218968077  | 1.1443e-06 | 81734.281  |
| 0.591 | 12949.5537119475 | 12949.8867656211 | 1.1439e-06 | 81664.557  |
| 0.591 | 12950.2204183648 | 12950.5523803737 | 1.1436e-06 | 81594.804  |
| 0.591 | 12950.8849416281 | 12951.215811605  | 1.1433e-06 | 81525.022  |
| 0.591 | 12951.5472810026 | 12951.877058588  | 1.143e-06  | 81455.212  |
| 0.591 | 12952.2074357693 | 12952.536120607  | 1.1426e-06 | 81385.373  |
| 0.591 | 12952.8654052157 | 12953.1929969574 | 1.1423e-06 | 81315.505  |
| 0.592 | 12953.521188645  | 12953.8476869082 | 1.142e-06  | 81245.609  |
| 0.592 | 12954.174785292  | 12954.5001897352 | 1.1416e-06 | 81175.684  |
| 0.592 | 12954.8261944737 | 12955.1505047381 | 1.1413e-06 | 81105.731  |
| 0.592 | 12955.4754154723 | 12955.7986311941 | 1.141e-06  |  81035.75  |
| 0.592 | 12956.1224475602 | 12956.4445683919 | 1.1407e-06 |  80965.74  |
| 0.592 | 12956.7672900421 | 12957.0883156101 | 1.1403e-06 | 80895.701  |
| 0.592 | 12957.4099421708 | 12957.7298721386 |  1.14e-06  | 80825.634  |
| 0.592 | 12958.0504032732 | 12958.3692372786 | 1.1397e-06 | 80755.539  |
| 0.592 | 12958.6886726246 | 12959.0064103088 | 1.1393e-06 | 80685.416  |
| 0.592 | 12959.3247495073 | 12959.6413905317 | 1.139e-06  | 80615.264  |
| 0.592 | 12959.958633244  | 12960.2741772443 | 1.1387e-06 | 80545.084  |
| 0.593 | 12960.5903231059 | 12960.9047697253 | 1.1384e-06 | 80474.876  |
| 0.593 | 12961.2198183794 | 12961.5331672815 | 1.138e-06  |  80404.64  |
| 0.593 | 12961.8471183915 | 12962.1593692056 | 1.1377e-06 | 80334.376  |
| 0.593 | 12962.4722224008 | 12962.7833747891 | 1.1374e-06 | 80264.083  |
| 0.593 | 12963.0951297316 | 12963.405183343  | 1.1371e-06 | 80193.763  |
| 0.593 | 12963.7158396814 | 12964.0247941599 | 1.1367e-06 | 80123.414  |
| 0.593 | 12964.3343515382 | 12964.6422065524 | 1.1364e-06 | 80053.038  |
